uid,level,vip_type,vip_status,time_after
12882106,5,2,1,585930
480095264,3,0,0,585917
477788585,3,0,0,585985
1916116,5,0,0,585973
362887922,3,0,0,585944
284132056,5,1,1,585937
22756864,5,0,0,585919
298633637,4,0,0,585916
492647126,3,1,1,585860
438991619,3,0,0,585856
101205258,3,0,0,585844
14389940,5,2,1,585830
437759444,4,1,0,585812
335722730,4,0,0,585812
244526139,2,0,0,585938
174981706,3,0,0,585918
492647126,3,1,1,585898
107685793,3,0,0,585881
403493924,4,1,0,585850
451452897,3,0,0,585831
23753938,5,1,1,585816
43820080,5,2,1,585774
190648580,4,0,0,585895
5341834,5,1,1,585884
37593725,4,2,1,585876
28718620,4,0,0,585859
396646288,4,1,0,585790
348842808,2,0,0,585783
223237875,5,0,0,585752
296460695,5,0,0,585746
37001804,4,0,0,585712
294927243,4,0,0,585808
141113375,4,0,0,585783
86151329,4,0,0,585780
435241777,4,1,0,585775
178842612,4,0,0,585747
220851826,4,1,0,585742
244935612,3,0,0,585731
87192980,3,1,1,585676
483775929,3,0,0,585651
498762070,2,0,0,585643
298713849,4,1,0,585628
85527907,5,0,0,585628
392569455,3,0,0,585755
504267034,3,0,0,585719
22937295,5,0,0,585714
386780575,3,0,0,585707
249296771,4,0,0,585691
417346110,3,1,1,585630
94891750,5,0,0,585629
382283814,4,0,0,585620
346357658,3,0,0,585618
434445610,4,0,0,585607
255925698,3,1,1,585597
279310914,4,2,1,585594
251008,6,2,1,585584
47215824,4,0,0,585575
7840336,5,2,1,585695
362550605,4,0,0,585685
439750726,4,0,0,585664
8053397,5,2,1,585622
407189979,3,0,0,585617
45062787,3,0,0,585601
335209585,2,0,0,585600
243804052,3,0,0,585598
199630075,4,0,0,585593
387786618,4,0,0,585580
349619597,3,1,0,585560
347880412,4,0,0,585553
32939866,4,0,0,585544
431937784,2,0,0,585536
37128906,5,2,1,585523
18720446,5,0,0,585612
215123070,3,0,0,585609
334864321,4,1,0,585598
1741519,6,2,1,585588
388653988,3,1,0,585566
287497167,3,0,0,585560
59188869,5,1,1,585515
28690061,5,1,0,585511
30027652,3,0,0,585503
355431457,4,2,1,585499
307324131,4,0,0,585490
96234503,4,0,0,585487
413205537,4,0,0,585542
73647641,5,0,0,585542
164825960,5,0,0,585519
241281193,4,0,0,585508
284819444,3,0,0,585498
343423954,4,2,1,585465
24310993,5,0,0,585465
21114809,4,0,0,585439
433985094,3,0,0,585434
347427225,4,0,0,585402
87629417,4,1,1,585393
248507337,5,1,0,585503
125828637,4,0,0,585488
43668060,3,2,1,585447
2873132,6,2,1,585435
10946379,4,0,0,585430
10946379,4,0,0,585418
443315419,3,2,1,585405
178088578,4,0,0,585382
45281461,4,1,0,585362
296876270,3,0,0,585356
25323764,4,1,0,585343
439410900,3,1,0,585335
308862782,4,1,0,585326
8065469,5,1,0,585314
488571900,2,0,0,585427
7242881,5,1,0,585391
296876270,3,0,0,585372
295570104,3,0,0,585367
266862428,3,1,0,585352
384562909,4,0,0,585329
31244506,5,1,1,585321
370911489,3,0,0,585316
553554821,2,0,0,585296
396808997,2,0,0,585293
20783030,5,2,1,585291
86479729,3,0,0,585270
281654314,4,1,1,585253
32677434,5,2,1,585335
296876270,3,0,0,585329
347687780,3,1,1,585311
162306585,4,0,0,585299
86479729,3,0,0,585254
473091166,3,0,0,585246
266515611,3,0,0,585217
389366463,4,0,0,585209
8295635,6,2,1,585205
387682063,2,0,0,585180
11945675,4,0,0,585179
38429518,5,0,0,585169
452967177,3,0,0,585157
80828979,4,0,0,585148
129808244,4,0,0,585304
382555857,3,0,0,585289
393990340,4,2,1,585281
22048128,4,0,0,585261
13863045,3,0,0,585256
397332701,2,0,0,585233
22048128,4,0,0,585223
158666950,5,2,1,585217
41654951,3,0,0,585214
40836613,5,0,0,585202
7619185,5,2,1,585188
38046353,2,0,0,585166
171720935,3,0,0,585156
32916096,4,2,1,585149
148381169,5,1,0,585146
74217012,5,2,1,585138
385145951,5,1,1,585128
344527601,5,0,0,585125
12904046,4,2,1,585232
81071464,4,0,0,585231
547346434,2,0,0,585224
144605592,5,1,0,585204
377719227,3,0,0,585197
1515573,6,1,0,585167
10456089,5,2,1,585145
418386679,3,0,0,585133
8392075,5,1,0,585132
393722676,3,1,0,585130
487719676,2,0,0,585103
26900321,5,0,0,585102
297349947,4,0,0,585087
519724282,2,0,0,585082
471392010,3,0,0,585111
355123386,4,0,0,585110
281775542,4,2,1,585092
442172814,4,0,0,585089
146004465,5,0,0,585089
344294671,5,0,0,585065
101673300,5,0,0,585053
358375382,4,0,0,585042
196415786,5,0,0,585040
4108807,5,1,0,585005
472462374,3,0,0,585004
25078957,5,0,0,584991
437488740,4,0,0,584964
36236670,3,0,0,584964
180305296,3,1,1,584959
403748022,3,2,1,584952
49996037,5,0,0,585104
336185498,3,0,0,585102
355540250,4,0,0,585057
249485278,5,1,0,585022
4585457,5,1,0,585019
101518024,5,1,1,585015
249487441,2,0,0,584953
37620388,3,0,0,584947
7565248,5,2,1,585059
18943494,5,0,0,585051
393229557,4,0,0,585050
305328443,3,0,0,585050
299897347,3,0,0,585047
403748022,3,2,1,585047
3454188,5,1,1,585021
334093150,3,1,1,585011
86461802,3,2,1,584962
351135980,5,0,0,584946
346321322,5,1,1,584915
117222812,4,0,0,584937
22018530,4,1,0,584918
453028699,3,0,0,584914
259502022,5,1,0,584862
38215885,5,0,0,584795
24261759,3,0,0,584770
35960570,5,2,1,584923
22243076,2,0,0,584904
21852469,5,2,1,584904
33056231,4,0,0,584884
365983646,3,0,0,584882
3380773,4,0,0,584854
20582171,5,2,1,584847
450083451,3,0,0,584831
482975,5,2,1,584804
441081735,2,0,0,584770
41984639,4,0,0,584747
21095784,5,1,0,584746
321248625,4,0,0,584868
18243751,5,0,0,584855
121834281,4,0,0,584831
62378401,4,1,0,584820
49491572,4,0,0,584820
501544416,2,0,0,584808
476779982,3,0,0,584803
54181886,5,1,0,584751
4836207,5,2,1,584744
486722030,3,0,0,584737
244935612,3,0,0,584736
162741621,5,1,0,584733
15492559,5,2,1,584719
941227,5,1,0,584713
23682619,4,0,0,584702
10469528,4,1,0,584698
87829390,4,0,0,584704
432117921,4,1,0,584703
431794853,4,1,0,584690
402109048,3,0,0,584690
182806378,5,0,0,584644
249753621,4,0,0,584636
17155696,3,0,0,584628
524883041,2,0,0,584625
310838956,4,0,0,584624
343376147,5,1,0,584583
373536295,4,1,1,584574
270505020,4,1,0,584571
385882092,3,0,0,584556
18188235,5,1,0,584543
243794804,4,1,0,584531
280340724,3,0,0,584526
378729884,3,0,0,584708
452497010,2,0,0,584683
486451584,3,1,1,584650
15362417,5,0,0,584648
39645,5,0,0,584631
383741694,4,0,0,584595
81653665,5,1,1,584584
285072242,4,1,0,584576
297376436,4,0,0,584571
497371015,3,0,0,584625
22728046,5,2,1,584619
7256097,5,0,0,584616
20172699,5,2,1,584616
124473733,3,0,0,584611
31687618,5,0,0,584604
10108689,4,0,0,584600
508585874,2,0,0,584599
7244806,5,1,0,584596
284823268,4,0,0,584585
426165697,3,0,0,584551
35515640,5,0,0,584543
474012982,2,0,0,584522
25933646,5,1,1,584521
18423156,3,0,0,584508
476735412,3,0,0,584503
446682965,4,1,1,584495
278541252,5,0,0,584486
12228611,3,0,0,584482
37378640,5,0,0,584462
1531027,4,0,0,584456
65377378,5,2,1,584451
5369352,5,2,1,584445
40933278,3,1,0,584344
11427739,5,0,0,584315
24058449,5,1,1,584519
35322945,5,2,1,584472
13595093,5,2,1,584447
340512169,4,0,0,584420
417120705,4,0,0,584419
18573484,4,0,0,584416
28206502,4,1,1,584386
294724035,4,0,0,584381
3379470,5,2,1,584354
430532328,2,0,0,584336
246614291,4,0,0,584331
65194397,5,0,0,584487
281026229,5,1,0,584485
314178190,4,1,0,584464
22600949,5,1,1,584455
476086424,4,2,1,584445
30651982,5,0,0,584441
65782061,5,0,0,584435
483359943,2,0,0,584434
18060973,5,0,0,584418
2529455,5,2,1,584415
35272153,5,2,1,584415
72346868,4,0,0,584386
380494166,4,0,0,584379
472371939,3,1,1,584364
36606280,5,2,1,584358
10863525,5,2,1,584357
302296536,3,0,0,584321
4009061,5,2,1,584312
251464654,4,0,0,584302
32895586,4,0,0,584293
430278939,3,0,0,584307
28000883,4,0,0,584300
7827744,5,0,0,584293
234507558,2,0,0,584240
19508637,5,2,1,584236
158387342,3,0,0,584205
29028406,4,1,1,584204
20624550,5,1,0,584202
21095988,5,2,1,584194
414499807,3,1,1,584183
100772767,4,1,0,584149
341521671,4,1,0,584131
37382029,5,0,0,584121
200750325,3,0,0,584103
422875382,3,0,0,584103
324052313,4,0,0,584102
342533,4,1,1,584267
59493622,5,1,1,584262
278306385,3,1,0,584258
43591813,5,0,0,584249
56377970,5,2,1,584225
147751639,5,1,0,584222
13805535,4,0,0,584220
12383965,5,1,1,584211
7543498,2,0,0,584207
516299933,2,0,0,584204
46917272,5,1,1,584193
4314226,5,0,0,584190
36177400,4,1,1,584187
27529109,5,2,1,584179
18805045,5,2,1,584176
284210111,4,0,0,584169
358243436,2,0,0,584168
4637170,6,2,1,584168
125654856,4,0,0,584154
101670962,5,2,1,584143
10735875,5,2,1,584137
299895030,4,0,0,584132
111283398,5,2,1,584126
33514720,4,0,0,584117
78847707,5,0,0,584116
452689018,3,0,0,584111
198863525,5,1,1,584109
383950405,3,0,0,584107
24786824,4,1,0,584103
34733516,5,2,1,584099
396634266,2,0,0,584095
2813164,5,1,1,584093
454097440,3,0,0,584302
30788899,4,0,0,584277
257537273,4,0,0,584263
399947653,4,0,0,584261
251070577,2,1,1,584255
172727176,4,0,0,584247
11891952,3,0,0,584211
252321429,4,0,0,584198
94184099,5,0,0,584186
296150760,5,0,0,584179
359512525,4,0,0,584158
258137900,3,0,0,584142
498538059,3,0,0,584140
306449955,3,0,0,584117
92325637,4,1,1,584108
453100641,4,2,1,584100
268380070,4,0,0,584099
2863573,6,1,0,584095
57290247,4,0,0,584077
43457252,4,0,0,584064
141237498,4,2,1,584059
404453258,3,0,0,584054
2026665,5,1,1,584033
194527010,5,0,0,584016
415412266,3,1,1,584006
329085495,4,1,1,583993
478206531,3,0,0,583940
29545289,5,2,1,583929
171668183,4,0,0,583926
181962709,4,0,0,583923
416330811,2,0,0,583907
16572338,5,0,0,583905
254165546,4,0,0,584038
283513652,3,0,0,584034
5605351,5,0,0,584026
46287404,4,2,1,584023
178125243,2,1,0,584008
429748890,2,0,0,583979
7482659,5,2,1,583925
47355259,5,2,1,583895
96852651,4,0,0,583890
96095929,5,2,1,584060
166334094,5,2,1,584051
302087849,4,1,0,584043
384995359,3,0,0,584035
259937225,3,0,0,584033
426993495,3,0,0,583994
488571515,2,0,0,583988
88820321,4,0,0,583975
345123474,3,1,1,583960
11654860,4,1,1,583937
414048642,2,0,0,583935
36722130,4,0,0,583929
36556919,4,1,1,583919
265512627,4,0,0,583916
474583978,2,0,0,583914
29134770,5,0,0,583904
25523064,5,1,1,583903
497303124,2,0,0,583886
34591217,5,2,1,583885
483257010,3,0,0,583877
383015837,2,0,0,583863
353173458,4,0,0,583854
38097948,5,1,0,583797
281737668,3,1,0,583786
3024806,5,1,0,583781
14006404,5,1,0,583758
56316449,4,0,0,583751
263044856,4,0,0,583748
14674117,5,2,1,583741
381442815,4,0,0,583740
67485074,4,0,0,583737
239799275,3,0,0,583720
176017899,3,0,0,583707
384138352,4,0,0,583704
573472654,2,0,0,583690
43699,5,2,1,583843
43699,5,2,1,583828
348610187,4,0,0,583818
24021991,5,1,1,583806
297534800,4,1,0,583788
9075215,4,0,0,583761
252890,5,2,1,583753
21600862,5,0,0,583723
12033346,3,0,0,583723
29831362,5,0,0,583717
22434224,5,2,1,583694
8063459,4,0,0,583690
279752824,5,1,0,583862
363373099,4,0,0,583823
359892720,3,1,1,583814
32229855,6,2,1,583806
323868562,5,1,0,583805
503104508,3,0,0,583776
158346761,4,0,0,583761
280736444,4,0,0,583721
20777076,5,0,0,583698
451996948,3,1,1,583698
287401965,3,0,0,583693
171448202,4,1,1,583682
351539029,4,0,0,583655
401442284,4,1,0,583647
22257555,5,0,0,583682
396292800,4,0,0,583680
1293251,6,2,1,583663
66019946,5,0,0,583661
281009986,2,0,0,583659
27024284,4,2,1,583658
390044627,3,0,0,583650
269055445,5,0,0,583629
28968016,5,0,0,583625
57071166,5,1,0,583609
251321580,4,2,1,583609
27069005,4,0,0,583589
173972960,3,0,0,583583
351092160,4,0,0,583572
8455124,5,2,1,583569
9316261,5,2,1,583567
300229040,4,0,0,583556
483039200,3,0,0,583529
10360621,3,1,0,583520
12331698,5,1,1,583664
389762167,3,0,0,583646
22883433,5,1,1,583637
291274192,4,1,0,583636
475907322,3,1,0,583636
25896501,4,0,0,583607
31336307,4,0,0,583590
219377496,4,2,1,583568
65751340,4,0,0,583556
341567980,4,0,0,583544
7020760,5,1,0,583528
390804175,3,0,0,583522
40118965,4,0,0,583502
434848657,3,0,0,583486
11802485,5,2,1,583631
435275618,3,0,0,583619
42534003,4,1,0,583619
152209837,5,2,1,583614
399094527,3,0,0,583550
12236293,5,1,1,583542
21332377,4,2,1,583516
24576537,5,2,1,583482
397121921,4,1,0,583463
21907838,4,0,0,583448
22131850,5,2,1,583434
108172346,4,1,1,583434
33814475,4,0,0,583476
34308157,4,0,0,583475
77576741,3,0,0,583466
508012764,3,0,0,583458
347529072,3,2,1,583452
386519528,4,0,0,583442
264887549,4,0,0,583440
123242373,3,0,0,583429
351093959,3,0,0,583425
87974419,5,0,0,583423
145781099,4,2,1,583411
19443659,5,0,0,583383
357425421,4,1,1,583374
39645120,4,1,0,583372
313030912,3,0,0,583370
306145594,4,1,0,583339
145781099,4,2,1,583327
393850315,3,0,0,583316
34017538,5,0,0,583313
66071132,5,2,1,583304
156766492,5,0,0,583303
471654563,3,1,0,583298
325184124,3,0,0,583292
433505186,4,0,0,583279
17296536,3,2,1,583456
234303390,4,0,0,583452
383103694,4,0,0,583439
15342200,5,1,1,583439
408397440,2,0,0,583436
437951354,2,0,0,583430
100945484,3,0,0,583421
436561072,3,1,0,583421
97747663,3,0,0,583419
49571972,5,0,0,583413
443759984,3,0,0,583411
333813880,3,0,0,583397
365408855,4,0,0,583390
391501006,3,0,0,583363
108172346,4,1,1,583363
259925376,3,0,0,583358
2947742,4,0,0,583335
398878144,4,0,0,583330
342934696,4,2,1,583323
400469931,4,0,0,583321
3078060,4,0,0,583312
479705354,3,0,0,583310
30325408,4,0,0,583305
385818185,4,0,0,583299
4126042,5,1,1,583298
353064153,4,0,0,583295
262451585,4,1,0,583295
159161520,3,0,0,583280
328617857,4,1,0,583278
26318981,4,0,0,583273
21195397,5,1,1,583257
11403608,5,1,0,583422
168871948,3,0,0,583416
32603730,4,0,0,583383
470854542,3,1,1,583380
521921188,2,0,0,583379
14304407,5,0,0,583375
277048482,5,2,1,583366
89218065,2,0,0,583349
32793373,5,1,0,583332
502266189,2,0,0,583323
34268328,5,2,1,583295
267260299,4,0,0,583294
316836255,5,1,0,583282
14621720,5,1,0,583269
282146873,4,0,0,583258
22299258,4,2,1,583256
451312683,3,0,0,583239
298248874,3,1,0,583232
496299601,3,0,0,583203
179638009,3,0,0,583255
278087076,5,0,0,583249
480109792,3,1,1,583236
24680880,4,0,0,583235
12013930,5,0,0,583232
397296320,3,1,0,583216
102785037,4,0,0,583214
496548340,2,0,0,583213
36792435,5,2,1,583203
288012666,4,0,0,583202
3295943,6,1,1,583193
319470273,4,2,1,583159
478055184,3,0,0,583159
253149275,3,0,0,583136
326746564,3,0,0,583125
46292247,4,0,0,583084
18769084,5,2,1,583082
130264992,4,2,1,583066
245100447,4,0,0,583060
14079956,5,2,1,583056
264923550,5,1,1,583220
49100440,4,1,1,583191
110172907,5,2,1,583171
367184644,4,0,0,583168
400407780,2,0,0,583153
401026803,4,0,0,583143
33940132,4,0,0,583136
180352163,4,0,0,583133
35153954,5,2,1,583127
266788109,3,0,0,583121
237181680,3,0,0,583116
163864216,4,0,0,583113
344201193,4,0,0,583107
398217431,4,1,1,583097
18738806,3,0,0,583091
431390235,3,0,0,583084
303268436,4,0,0,583068
28792387,3,0,0,583060
340884126,3,1,0,583040
31703850,5,0,0,583175
20427439,5,1,0,583174
136783109,3,1,0,583159
8860662,5,2,1,583146
321815057,2,1,1,583129
6679061,6,2,1,583129
15976448,5,1,0,583087
38189333,4,0,0,583076
43621592,4,0,0,583072
167466331,5,1,1,583037
234274328,5,1,1,583033
167466331,5,1,1,583026
22900023,6,2,1,583019
434398467,4,1,1,583006
251947583,4,0,0,582999
326133492,3,0,0,582998
353991933,4,1,1,582990
347412076,5,1,1,582984
251620982,3,0,0,582975
33748446,4,0,0,582964
388445754,3,0,0,583054
25289238,4,0,0,583038
274439809,4,0,0,583029
180783330,3,0,0,582987
452167620,3,0,0,582967
430538439,3,0,0,582943
59705367,5,0,0,582933
15967278,4,1,0,582919
355623252,3,0,0,582914
395243726,3,0,0,582909
22345792,5,1,1,582889
36155921,4,1,1,582857
11852492,5,1,0,582831
2057731,5,1,0,583020
173036810,4,0,0,583009
478179850,3,1,0,582969
22967845,5,2,1,582963
40601577,5,0,0,582959
283643652,3,0,0,582950
43167762,4,0,0,582938
33516862,4,0,0,582938
39835695,5,1,0,582925
30548483,3,0,0,582918
342101,5,1,0,582910
41759690,4,0,0,582891
279814874,5,1,0,582884
384119249,2,0,0,582875
102092734,4,2,1,582847
35645685,5,1,1,582799
394717571,2,0,0,582954
384616934,3,0,0,582950
153950516,3,1,0,582940
369689229,3,0,0,582938
43844521,4,1,0,582929
88061993,4,0,0,582922
262432249,4,2,1,582912
24714845,5,0,0,582910
128576870,5,0,0,582906
77859454,2,0,0,582891
448856650,4,1,1,582889
11131165,4,2,1,582869
446093147,4,0,0,582845
412445454,3,1,0,582799
251964687,4,0,0,582799
74285059,5,0,0,582792
114584892,4,0,0,582791
25653169,5,1,0,582769
22236109,4,0,0,582724
179544871,3,0,0,582714
9197217,4,0,0,582815
446303954,4,0,0,582812
22955528,3,1,0,582812
310045851,3,0,0,582808
216927623,4,1,0,582770
346133878,5,0,0,582770
261525078,4,1,1,582768
43157059,5,1,0,582766
28942709,5,0,0,582748
24063274,5,2,1,582745
20506234,5,0,0,582733
214591581,4,0,0,582720
175034784,4,0,0,582710
398388668,3,0,0,582704
111186913,4,1,0,582704
25391723,5,2,1,582698
417284621,3,0,0,582690
292982047,4,0,0,582685
22294304,4,0,0,582683
317043299,5,1,0,582675
33088337,5,2,1,582653
297125039,5,0,0,582650
261737214,4,0,0,582622
22955312,5,2,1,582621
278538698,5,0,0,582617
23950209,5,2,1,582606
5897433,4,0,0,582595
477271546,3,0,0,582586
151155562,3,1,0,582765
55439781,4,0,0,582747
388828504,3,0,0,582742
152258424,4,0,0,582730
7321959,4,1,0,582678
37739816,5,0,0,582676
316351269,4,0,0,582667
324270328,5,2,1,582659
303061920,5,0,0,582635
681282,5,2,1,582616
1398877,5,1,0,582615
149181848,4,1,0,582614
358285128,4,0,0,582611
52768750,5,2,1,582607
31492141,4,0,0,582592
2263415,6,1,0,582592
240294567,4,0,0,582576
423757190,3,0,0,582574
9909189,6,1,0,582558
506779866,3,0,0,582546
262652823,4,0,0,582536
519241451,2,0,0,582700
54876881,3,0,0,582677
165550088,3,1,0,582672
446224837,3,0,0,582640
73148412,5,0,0,582619
397206506,4,0,0,582598
449098198,3,1,0,582595
6938742,5,2,1,582585
440112655,2,0,0,582580
33160523,4,0,0,582563
276025886,5,2,1,582555
8508323,5,1,0,582548
102636635,5,2,1,582548
249210689,5,2,1,582548
320926678,4,1,1,582506
367251603,4,0,0,582504
431784732,3,0,0,582503
399154513,4,0,0,582492
475503127,3,1,0,582492
7118480,5,1,0,582491
34238140,4,0,0,582477
294666668,4,0,0,582477
76937220,4,0,0,582461
368143492,4,0,0,582558
44833310,4,2,1,582555
15726943,4,0,0,582548
394913612,4,2,1,582478
244288458,3,0,0,582473
476516296,2,0,0,582455
357231234,3,0,0,582453
21984222,5,2,1,582440
499144964,2,1,0,582438
316683081,5,0,0,582431
6749036,5,0,0,582422
39672281,4,0,0,582346
185439125,3,0,0,582340
12721454,5,2,1,582331
2447230,5,2,1,582331
451021237,3,2,1,582320
164621359,4,1,1,582527
357132561,3,0,0,582509
393675196,3,0,0,582505
45468265,5,1,1,582478
445000817,3,0,0,582474
80266497,5,1,0,582473
38425059,5,2,1,582466
288730264,4,1,0,582463
171900160,5,2,1,582452
385795760,3,0,0,582441
250072192,5,1,0,582429
15693532,5,0,0,582428
72885655,4,0,0,582417
6897958,5,2,1,582415
437462285,3,0,0,582400
21426245,5,0,0,582390
493836779,2,1,1,582384
8043950,5,2,1,582378
215502433,5,0,0,582368
382943914,4,1,0,582353
361838746,4,1,1,582303
149275223,5,1,0,582301
285814144,4,0,0,582300
29064149,4,0,0,582292
11648435,5,1,1,582282
24103567,4,0,0,582281
30216162,4,0,0,582447
1585520,5,1,0,582439
5915495,4,2,1,582393
432748673,2,0,0,582357
395445635,3,0,0,582337
417411514,3,1,0,582315
246187295,4,1,0,582310
411878193,4,0,0,582289
138787184,5,0,0,582286
248642458,4,0,0,582285
19400245,5,1,1,582284
318877541,4,0,0,582273
394910664,4,1,1,582256
22613132,5,2,1,582253
432240951,4,0,0,582248
383288806,4,2,1,582245
12530127,5,2,1,582241
11837567,4,1,0,582235
454707666,3,0,0,582225
39521783,5,1,0,582207
89023906,5,0,0,582207
165443564,4,0,0,582206
272329678,4,0,0,582202
375108058,3,1,1,582191
10036289,5,2,1,582303
275681535,3,0,0,582293
10686668,4,0,0,582281
12543354,5,0,0,582271
34326537,5,0,0,582248
342816964,4,0,0,582235
1869497,5,0,0,582228
44642106,4,1,0,582220
420456291,2,0,0,582214
346103373,3,0,0,582195
399672577,4,1,1,582192
271434846,3,0,0,582190
499115,5,0,0,582159
119111218,3,0,0,582152
262996913,4,2,1,582146
27018431,5,0,0,582143
20214197,5,2,1,582140
514447652,2,0,0,582134
291312951,3,0,0,582114
416753187,4,0,0,582111
45480053,5,1,0,582099
219468275,5,0,0,582083
285348630,4,0,0,582078
14934188,4,0,0,582067
406279718,4,1,0,582265
135467888,3,0,0,582261
294021299,4,0,0,582246
404421400,3,1,0,582227
13004649,4,0,0,582218
18398577,4,2,1,582211
142539100,4,0,0,582193
148893264,5,0,0,582174
38268218,4,2,1,582142
242081475,5,1,1,582141
14344511,5,1,0,582140
19215608,4,1,0,582139
109670703,4,0,0,582135
414461257,3,0,0,582121
11481295,5,2,1,582086
729812,5,2,1,582072
422512878,3,0,0,582072
244465645,4,1,0,582064
29544640,5,2,1,582049
8474900,5,0,0,582047
2273976,5,1,0,582173
86844557,4,0,0,582167
2273976,5,1,0,582156
375086851,4,0,0,582151
39645939,4,0,0,582118
35325543,5,0,0,582116
37268188,4,0,0,582105
41020521,2,1,1,582099
345241810,4,2,1,582097
347810023,4,0,0,582094
34457182,4,0,0,582088
415567885,3,0,0,582082
65963255,4,0,0,582081
238691759,5,2,1,582072
128139683,5,2,1,582068
3537145,3,0,0,582049
499941255,3,0,0,582048
13801041,5,2,1,582045
496452835,3,0,0,582038
262895986,4,2,1,582011
344163480,4,1,0,581990
336554443,5,0,0,581966
12439419,5,1,0,581959
300653670,4,0,0,581950
258542919,2,0,0,581945
3067069,5,2,1,581944
86204129,3,0,0,581928
14440393,4,1,0,582059
471795252,2,1,1,582056
27979919,5,2,1,582047
99414877,4,1,1,582027
7548888,5,2,1,582026
223795256,5,2,1,582021
395856805,3,1,0,581998
337062916,4,1,1,581994
219627881,5,0,0,581980
283573881,4,0,0,581976
177521717,4,2,1,581974
20373908,5,2,1,581970
2039441,5,0,0,581967
253431816,4,0,0,581961
13827567,4,2,1,581944
51868233,4,1,1,581927
1550454,5,1,0,581922
31567033,5,0,0,581888
39102617,3,1,0,581877
14007149,5,2,1,581849
299636759,4,0,0,581827
213901891,5,0,0,581823
29775890,4,0,0,581809
13255359,5,2,1,582013
13285117,5,2,1,581989
15307703,5,2,1,581978
478498525,2,0,0,581977
306294815,3,0,0,581956
86204129,3,0,0,581947
345998559,4,0,0,581895
451615301,3,0,0,581892
438135504,3,0,0,581887
28800923,5,1,0,581880
37784462,4,1,0,581861
93615502,5,1,0,581845
25255450,5,2,1,581843
299965140,4,2,1,581839
24441887,4,1,1,581835
89593194,5,2,1,581835
472132431,2,0,0,581834
429873054,2,1,1,581804
394195802,4,1,0,581803
259184429,4,0,0,581791
24200303,4,0,0,581785
45766206,4,0,0,581781
14091943,5,2,1,581779
28241692,5,1,0,581774
29020736,5,1,0,581772
400547797,2,0,0,581771
36805622,5,1,0,581769
238118624,4,1,1,581761
1987334,5,1,0,581752
42874485,5,2,1,581751
3424853,5,2,1,581749
22724601,4,0,0,581912
252503962,4,1,0,581909
19447514,4,0,0,581906
473940501,3,0,0,581902
3139106,5,0,0,581893
195779427,4,2,1,581883
23598696,4,0,0,581880
429873054,2,1,1,581865
179548274,3,0,0,581864
416319293,4,1,0,581863
451615301,3,0,0,581861
11377360,5,1,1,581849
168244174,5,0,0,581833
8426391,4,1,0,581832
38556908,5,0,0,581816
107310615,5,2,1,581795
17510974,5,2,1,581769
350553146,5,0,0,581768
14616992,5,2,1,581763
494301364,2,1,1,581761
1642223,5,0,0,581754
381315320,4,1,0,581740
11789891,5,1,0,581731
13752764,5,1,0,581727
290033511,4,1,0,581725
359382879,4,0,0,581713
315519553,3,0,0,581711
226990863,5,1,0,581689
18162119,5,1,0,581678
36966613,5,2,1,581671
325396368,4,0,0,581671
24335866,5,2,1,581664
283041301,4,0,0,581659
19251108,5,2,1,581802
30252500,5,1,1,581740
157386927,5,1,0,581737
17421805,5,0,0,581709
18238045,5,1,0,581697
3081421,5,2,1,581693
416904218,3,0,0,581685
275552561,4,1,0,581661
31676204,5,1,1,581661
478359780,3,0,0,581648
385739207,4,2,1,581639
23055666,4,0,0,581624
21477666,4,1,0,581618
325705732,4,2,1,581613
379008784,3,0,0,581605
394493250,2,0,0,581581
15663597,5,0,0,581574
21071981,4,0,0,581563
347746179,5,1,1,581549
7941781,5,2,1,581547
97056794,4,0,0,581546
383071931,4,1,0,581734
399680926,4,0,0,581732
111999592,4,1,0,581709
3982892,5,2,1,581709
65401756,4,0,0,581701
346063268,3,0,0,581687
178767926,4,0,0,581681
278571992,4,0,0,581678
482108273,2,1,1,581677
480667523,3,2,1,581670
200720693,5,2,1,581663
87499235,5,0,0,581662
354350245,3,0,0,581648
34919197,5,2,1,581634
280594697,2,1,0,581630
353015483,4,0,0,581629
383143004,4,0,0,581625
434100581,4,0,0,581612
179369090,4,0,0,581596
8117346,5,2,1,581552
172315639,5,1,1,581529
10123640,5,0,0,581524
395001230,4,0,0,581521
28298207,4,1,0,581520
365374652,4,0,0,581519
318862880,4,1,0,581508
432662153,2,0,0,581496
324247552,4,0,0,581640
22795738,5,0,0,581628
316444954,5,1,1,581628
253493334,2,0,0,581623
439280175,3,1,1,581601
259738293,4,0,0,581597
434358754,4,0,0,581597
430453428,4,0,0,581596
11406348,4,0,0,581586
46493484,4,0,0,581580
375763809,3,0,0,581547
12226696,4,0,0,581528
22432842,5,0,0,581513
413180676,3,1,0,581500
65503776,4,2,1,581492
314026023,4,0,0,581489
485556549,2,0,0,581489
351696780,3,1,0,581478
436879086,3,0,0,581464
295944732,4,0,0,581450
496942758,3,1,1,581445
64500587,4,0,0,581439
170267285,4,0,0,581411
17815034,5,2,1,581403
43819823,5,2,1,581390
8312603,5,1,0,581387
355957867,4,0,0,581535
4728990,5,1,0,581519
35671074,5,2,1,581516
436240741,3,0,0,581476
267465338,3,0,0,581475
6583309,5,1,0,581461
5017153,5,1,1,581454
383784496,3,0,0,581434
98630915,5,2,1,581421
17884474,5,2,1,581417
25578150,5,2,1,581398
